federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,location,processing_date
335758,LONG ISLAND STATE VETERANS HOME,100 PATRIOTS ROAD,STONYBROOK,NY,11790,2020-11-16,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2020-12-30,2,N,N,Y,"100 PATRIOTS ROAD,STONYBROOK,NY,11790",2022-01-01
335758,LONG ISLAND STATE VETERANS HOME,100 PATRIOTS ROAD,STONYBROOK,NY,11790,2019-03-08,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2019-05-07,2,Y,N,N,"100 PATRIOTS ROAD,STONYBROOK,NY,11790",2022-01-01
335758,LONG ISLAND STATE VETERANS HOME,100 PATRIOTS ROAD,STONYBROOK,NY,11790,2019-03-08,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",D,"Deficient, Provider has date of correction",2019-05-07,2,Y,N,N,"100 PATRIOTS ROAD,STONYBROOK,NY,11790",2022-01-01
335758,LONG ISLAND STATE VETERANS HOME,100 PATRIOTS ROAD,STONYBROOK,NY,11790,2019-03-08,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2019-05-07,2,Y,N,N,"100 PATRIOTS ROAD,STONYBROOK,NY,11790",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2020-09-15,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2020-11-04,1,Y,N,Y,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2020-09-15,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",D,"Deficient, Provider has date of correction",2020-11-04,1,Y,N,Y,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2020-11-09,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2020-12-24,2,N,N,Y,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2018-11-20,Health,F,Resident Rights Deficiencies,0565,Honor the resident's right to organize and participate in resident/family groups in the facility.,D,"Deficient, Provider has date of correction",2019-01-15,2,Y,N,N,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2018-11-20,Health,F,Resident Assessment and Care Planning Deficiencies,0655,Create and put into place a plan for meeting the resident's most immediate needs within 48 hours of being admitted,D,"Deficient, Provider has date of correction",2019-01-15,2,Y,N,N,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2018-11-20,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2019-01-15,2,Y,N,N,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2018-11-20,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,D,"Deficient, Provider has date of correction",2019-01-15,2,Y,N,N,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2018-11-20,Health,F,Quality of Life and Care Deficiencies,0690,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",D,"Deficient, Provider has date of correction",2019-01-15,2,Y,N,N,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2018-11-20,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",D,"Deficient, Provider has date of correction",2019-01-15,2,Y,N,N,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2019-07-25,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2019-09-23,3,N,Y,N,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2019-05-10,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2019-06-07,3,N,Y,N,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2017-05-12,Health,F,Resident Rights Deficiencies,0167,Allow residents to easily view the results of the nursing home's most recent inspection.,B,"Deficient, Provider has date of correction",2017-07-07,3,Y,N,N,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2017-05-12,Health,F,Resident Assessment and Care Planning Deficiencies,0272,Conduct initial and periodic assessments of each resident's functional capacity.,D,"Deficient, Provider has date of correction",2017-07-07,3,Y,N,N,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2017-05-12,Health,F,Quality of Life and Care Deficiencies,0282,Provide care by qualified persons according to each resident's written plan of care.,D,"Deficient, Provider has date of correction",2017-07-07,3,Y,N,N,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2017-05-12,Health,F,Quality of Life and Care Deficiencies,0309,Provide necessary care and services to maintain or improve the highest well being of each resident .,D,"Deficient, Provider has date of correction",2017-07-07,3,Y,N,N,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2017-05-12,Health,F,Quality of Life and Care Deficiencies,0312,"Assist those residents who need help with eating/drinking, grooming and personal and oral hygiene.",D,"Deficient, Provider has date of correction",2017-07-07,3,Y,N,N,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2017-05-12,Health,F,Quality of Life and Care Deficiencies,0314,Give residents proper treatment to prevent new bed (pressure) sores or heal existing bed sores.,D,"Deficient, Provider has date of correction",2017-07-07,3,Y,N,N,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,SAYVILLE,NY,11782,2017-05-12,Health,F,Administration Deficiencies,0520,"Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.",D,"Deficient, Provider has date of correction",2017-07-07,3,Y,N,N,"300 BROADWAY AVENUE,SAYVILLE,NY,11782",2022-01-01
335818,HUNTINGTON HILLS CTR FOR HEALTH AND REHABILITATION,400 SOUTH SERVICE ROAD,MELVILLE,NY,11747,2021-01-05,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2021-01-26,1,N,N,Y,"400 SOUTH SERVICE ROAD,MELVILLE,NY,11747",2022-01-01
335818,HUNTINGTON HILLS CTR FOR HEALTH AND REHABILITATION,400 SOUTH SERVICE ROAD,MELVILLE,NY,11747,2021-10-28,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2021-11-19,1,Y,N,N,"400 SOUTH SERVICE ROAD,MELVILLE,NY,11747",2022-01-01
335818,HUNTINGTON HILLS CTR FOR HEALTH AND REHABILITATION,400 SOUTH SERVICE ROAD,MELVILLE,NY,11747,2021-10-28,Health,F,Resident Rights Deficiencies,0561,Honor the resident's right to and the facility must promote and facilitate resident self-determination through support of resident choice.,D,"Deficient, Provider has date of correction",2021-11-19,1,Y,N,N,"400 SOUTH SERVICE ROAD,MELVILLE,NY,11747",2022-01-01
335818,HUNTINGTON HILLS CTR FOR HEALTH AND REHABILITATION,400 SOUTH SERVICE ROAD,MELVILLE,NY,11747,2021-10-28,Health,F,Quality of Life and Care Deficiencies,0685,Assist a resident in gaining access to vision and hearing services.,D,"Deficient, Provider has date of correction",2021-11-19,1,Y,N,N,"400 SOUTH SERVICE ROAD,MELVILLE,NY,11747",2022-01-01
335818,HUNTINGTON HILLS CTR FOR HEALTH AND REHABILITATION,400 SOUTH SERVICE ROAD,MELVILLE,NY,11747,2019-02-14,Health,F,Resident Rights Deficiencies,0580,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",D,"Deficient, Provider has date of correction",2019-03-19,3,N,Y,N,"400 SOUTH SERVICE ROAD,MELVILLE,NY,11747",2022-01-01
335818,HUNTINGTON HILLS CTR FOR HEALTH AND REHABILITATION,400 SOUTH SERVICE ROAD,MELVILLE,NY,11747,2019-02-14,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",G,"Deficient, Provider has date of correction",2019-03-19,3,N,Y,N,"400 SOUTH SERVICE ROAD,MELVILLE,NY,11747",2022-01-01
335818,HUNTINGTON HILLS CTR FOR HEALTH AND REHABILITATION,400 SOUTH SERVICE ROAD,MELVILLE,NY,11747,2018-01-03,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2018-01-26,3,Y,N,N,"400 SOUTH SERVICE ROAD,MELVILLE,NY,11747",2022-01-01
335821,ST CATHERINE OF SIENA NRSG AND REHAB CARE CENTER,52 ROUTE 25A,SMITHTOWN,NY,11787,2021-09-02,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,B,"Deficient, Provider has no plan of correction",,1,N,N,Y,"52 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335821,ST CATHERINE OF SIENA NRSG AND REHAB CARE CENTER,52 ROUTE 25A,SMITHTOWN,NY,11787,2019-10-28,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2019-12-16,1,Y,N,N,"52 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335821,ST CATHERINE OF SIENA NRSG AND REHAB CARE CENTER,52 ROUTE 25A,SMITHTOWN,NY,11787,2019-10-28,Health,F,Resident Rights Deficiencies,0582,Give residents notice of Medicaid/Medicare coverage and potential liability for services not covered.,B,"Deficient, Provider has date of correction",2019-12-16,1,Y,N,N,"52 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335821,ST CATHERINE OF SIENA NRSG AND REHAB CARE CENTER,52 ROUTE 25A,SMITHTOWN,NY,11787,2019-10-28,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2019-12-16,1,Y,N,N,"52 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335821,ST CATHERINE OF SIENA NRSG AND REHAB CARE CENTER,52 ROUTE 25A,SMITHTOWN,NY,11787,2019-10-28,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2019-12-16,1,Y,N,N,"52 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335821,ST CATHERINE OF SIENA NRSG AND REHAB CARE CENTER,52 ROUTE 25A,SMITHTOWN,NY,11787,2019-10-28,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2019-12-16,1,Y,N,N,"52 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335821,ST CATHERINE OF SIENA NRSG AND REHAB CARE CENTER,52 ROUTE 25A,SMITHTOWN,NY,11787,2018-06-29,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2018-08-24,2,Y,N,N,"52 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335821,ST CATHERINE OF SIENA NRSG AND REHAB CARE CENTER,52 ROUTE 25A,SMITHTOWN,NY,11787,2019-01-08,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,D,"Deficient, Provider has date of correction",2019-01-16,3,N,Y,N,"52 ROUTE 25A,SMITHTOWN,NY,11787",2022-01-01
335833,JEFFERSON'S FERRY,500 MATHER DRIVE,SOUTH SETAUKET,NY,11720,2020-02-13,Health,F,Nursing and Physician Services Deficiencies,0710,Obtain a doctor's order to admit a resident and ensure the resident is under a doctor's care.,D,"Deficient, Provider has date of correction",2020-04-09,1,Y,N,N,"500 MATHER DRIVE,SOUTH SETAUKET,NY,11720",2022-01-01
335833,JEFFERSON'S FERRY,500 MATHER DRIVE,SOUTH SETAUKET,NY,11720,2020-02-13,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,D,"Deficient, Provider has date of correction",2020-04-09,1,Y,N,N,"500 MATHER DRIVE,SOUTH SETAUKET,NY,11720",2022-01-01
335833,JEFFERSON'S FERRY,500 MATHER DRIVE,SOUTH SETAUKET,NY,11720,2018-11-30,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2019-01-11,2,Y,N,N,"500 MATHER DRIVE,SOUTH SETAUKET,NY,11720",2022-01-01
335833,JEFFERSON'S FERRY,500 MATHER DRIVE,SOUTH SETAUKET,NY,11720,2017-05-03,Health,F,Resident Assessment and Care Planning Deficiencies,0272,Conduct initial and periodic assessments of each resident's functional capacity.,B,"Deficient, Provider has plan of correction",2017-05-26,3,Y,N,N,"500 MATHER DRIVE,SOUTH SETAUKET,NY,11720",2022-01-01
335833,JEFFERSON'S FERRY,500 MATHER DRIVE,SOUTH SETAUKET,NY,11720,2017-05-03,Health,F,Administration Deficiencies,0514,"Keep accurate, complete and organized clinical records on each resident that meet professional standards.",B,"Deficient, Provider has plan of correction",2017-05-26,3,Y,N,N,"500 MATHER DRIVE,SOUTH SETAUKET,NY,11720",2022-01-01
335835,ISLAND NURSING AND REHAB CENTER,5537 EXPRESSWAY DRIVE NORTH,HOLTSVILLE,NY,11742,2020-01-29,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2020-03-05,1,Y,N,N,"5537 EXPRESSWAY DRIVE NORTH,HOLTSVILLE,NY,11742",2022-01-01
335835,ISLAND NURSING AND REHAB CENTER,5537 EXPRESSWAY DRIVE NORTH,HOLTSVILLE,NY,11742,2020-01-29,Health,F,Resident Rights Deficiencies,0578,"Honor the resident's right to request, refuse, and/or discontinue treatment, to participate in or refuse to participate in experimental research, and to formulate an advance directive.",D,"Deficient, Provider has date of correction",2020-03-05,1,Y,N,N,"5537 EXPRESSWAY DRIVE NORTH,HOLTSVILLE,NY,11742",2022-01-01
335835,ISLAND NURSING AND REHAB CENTER,5537 EXPRESSWAY DRIVE NORTH,HOLTSVILLE,NY,11742,2020-01-29,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2020-03-05,1,Y,N,N,"5537 EXPRESSWAY DRIVE NORTH,HOLTSVILLE,NY,11742",2022-01-01
335835,ISLAND NURSING AND REHAB CENTER,5537 EXPRESSWAY DRIVE NORTH,HOLTSVILLE,NY,11742,2020-01-29,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2020-03-05,1,Y,N,N,"5537 EXPRESSWAY DRIVE NORTH,HOLTSVILLE,NY,11742",2022-01-01
